name,url,language,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
website,https://github.com/kubernetes/website,HTML,2326,60,0,3620,6,106.6,3,2204,1575,4.9,2283,0.8451
azure-powershell,https://github.com/Azure/azure-powershell,C#,2361,77,0,1369,4,32.0,55,1083,753,2.3,16590,0.82264
WordPress-Android,https://github.com/wordpress-mobile/WordPress-Android,Kotlin,2415,138,0,178,3,155.7,149,798,599,2.6,19310,0.79549
gdal,https://github.com/OSGeo/gdal,C++,2280,271,0,340,10,31.7,10,353,302,2.2,3236,0.77286
dmd,https://github.com/dlang/dmd,D,2349,141,0,265,5,28.4,23,353,291,3.5,2759,0.75972
google-cloud-go,https://github.com/googleapis/google-cloud-go,Go,2424,81,0,230,5,19.3,88,597,490,5.4,822,0.74253
maven,https://github.com/apache/maven,Java,2390,211,0,178,11,3.6,3,60,42,2.9,42188,0.7324
cgal,https://github.com/CGAL/cgal,C++,2291,310,0,242,5,57.5,12,651,418,1.8,1279,0.7308
openui5,https://github.com/SAP/openui5,JavaScript,2325,86,0,457,2,112.5,98,150,106,2.2,2094,0.72551
ESPEasy,https://github.com/letscontrolit/ESPEasy,HTML,2353,69,0,159,5,23.0,25,205,131,5.8,671,0.71319
liquibase,https://github.com/liquibase/liquibase,Java,2403,143,0,507,4,15.1,17,324,104,1.2,2177,0.711
nifi,https://github.com/apache/nifi,Java,2403,74,0,441,4,11.3,16,235,157,1.6,1739,0.69349
google-api-ruby-client,https://github.com/googleapis/google-api-ruby-client,Ruby,2360,127,0,131,8,22.9,8,1472,1454,0.1,1769,0.69242
dom-testing-library,https://github.com/testing-library/dom-testing-library,JavaScript,2421,34,0,150,9,4.4,109,101,70,4.0,942,0.67881
rav1e,https://github.com/xiph/rav1e,Assembly,2333,40,0,89,8,11.9,40,86,72,1.9,2407,0.67085
stellarium,https://github.com/Stellarium/stellarium,C++,2389,225,0,180,6,18.8,5,288,178,3.2,201,0.67058
dbt,https://github.com/fishtown-analytics/dbt,Python,2335,59,0,128,7,18.7,23,261,163,1.8,387,0.66845
calico,https://github.com/projectcalico/calico,HTML,2284,54,0,178,5,11.2,30,349,271,1.7,439,0.66139
QuantLib,https://github.com/lballabio/QuantLib,C++,2353,246,0,164,6,9.8,3,92,65,2.3,1212,0.65766
openthread,https://github.com/openthread/openthread,C++,2324,58,0,137,8,26.6,1,523,460,2.6,334,0.65702
yt-dlc,https://github.com/blackjack4494/yt-dlc,Python,2315,152,1,943,4,11.9,6,296,174,4.1,23,0.64823
zammad,https://github.com/zammad/zammad,Ruby,2408,107,0,87,7,9.3,7,252,156,1.2,942,0.6468
Pester,https://github.com/pester/Pester,PowerShell,2408,122,1,134,9,3.6,26,165,93,2.5,163,0.64522
kiali,https://github.com/kiali/kiali,Go,2298,36,0,69,5,8.8,64,345,267,2.6,748,0.64357
webpack-merge,https://github.com/survivejs/webpack-merge,TypeScript,2293,68,1,31,9,2.9,16,25,24,3.9,7945,0.64251
azure-pipelines-tasks,https://github.com/microsoft/azure-pipelines-tasks,TypeScript,2330,76,0,568,3,11.2,1,1049,746,1.6,319,0.6425
SuiteCRM,https://github.com/salesagility/SuiteCRM,PHP,2374,89,2,231,5,4.3,15,421,75,0.7,3809,0.64171
androidx,https://github.com/androidx/androidx,Java,2388,149,0,804,3,140.6,0,35,32,1.7,205,0.64142
cms,https://github.com/craftcms/cms,PHP,2300,119,0,213,9,68.9,81,529,347,2.0,0,0.64015
kendo-ui-core,https://github.com/telerik/kendo-ui-core,JavaScript,2327,85,0,294,2,5.1,8,349,184,0.6,5136,0.63994
spring-data-elasticsearch,https://github.com/spring-projects/spring-data-elasticsearch,Java,2349,97,0,105,8,5.8,20,228,197,5.9,10,0.63509
firebase-ios-sdk,https://github.com/firebase/firebase-ios-sdk,Objective-C,2349,45,0,137,2,23.2,27,961,806,2.0,226,0.63458
Sequel-Ace,https://github.com/Sequel-Ace/Sequel-Ace,Objective-C,2374,156,0,73,6,24.3,88,455,398,2.5,17,0.63449
espurna,https://github.com/xoseperez/espurna,C++,2423,57,0,157,4,5.0,13,68,38,3.6,740,0.63382
plug,https://github.com/elixir-plug/plug,Elixir,2284,87,1,273,6,2.0,13,12,12,3.9,788,0.63165
money,https://github.com/RubyMoney/money,Ruby,2352,148,0,277,10,0.4,7,10,5,2.1,799,0.6304
glow,https://github.com/pytorch/glow,C++,2366,43,0,212,2,21.1,0,300,238,2.8,3737,0.62894
skipper,https://github.com/zalando/skipper,Go,2342,68,0,125,6,4.2,204,187,135,2.8,94,0.62823
fluentmigrator,https://github.com/fluentmigrator/fluentmigrator,C#,2401,147,0,219,9,2.3,9,72,40,2.4,81,0.62727
mongo-java-driver,https://github.com/mongodb/mongo-java-driver,Java,2369,146,0,175,4,5.4,17,36,30,0.8,1150,0.62262
yesod,https://github.com/yesodweb/yesod,Haskell,2314,142,0,263,6,2.2,73,20,18,1.1,329,0.62261
util,https://github.com/twitter/util,Scala,2420,127,0,291,3,3.1,12,3,0,4.0,1612,0.62259
Fomantic-UI,https://github.com/fomantic/Fomantic-UI,JavaScript,2307,94,0,284,8,4.8,4,158,95,1.4,88,0.61849
mikro-orm,https://github.com/mikro-orm/mikro-orm,TypeScript,2379,34,0,69,6,20.0,26,397,353,1.9,80,0.61657
libjpeg-turbo,https://github.com/libjpeg-turbo/libjpeg-turbo,C,2312,178,0,34,7,1.5,3,62,51,3.2,2522,0.61548
errbot,https://github.com/errbotio/errbot,Python,2406,105,0,191,8,1.0,10,68,43,1.5,230,0.61389
simple-binary-encoding,https://github.com/real-logic/simple-binary-encoding,Java,2338,90,0,90,6,5.4,13,15,14,3.8,245,0.61258
DietPi,https://github.com/MichaIng/DietPi,Shell,2308,71,1,61,5,20.5,0,329,227,6.1,369,0.60883
markdown,https://github.com/Python-Markdown/markdown,Python,2384,181,0,137,4,1.4,3,61,54,3.7,594,0.60877
varnish-cache,https://github.com/varnishcache/varnish-cache,C,2403,181,3,111,6,17.6,8,116,69,2.1,247,0.60755
gauge,https://github.com/getgauge/gauge,Go,2399,83,0,76,6,2.4,9,55,43,2.3,566,0.60438
xdebug,https://github.com/xdebug/xdebug,PHP,2287,228,0,81,7,6.5,8,57,56,0.5,625,0.60357
picard,https://github.com/metabrainz/picard,Python,2289,175,0,99,4,14.7,20,77,75,1.4,92,0.60348
geopandas,https://github.com/geopandas/geopandas,Python,2426,92,0,129,6,3.7,4,176,93,2.4,126,0.60212
monolog-bundle,https://github.com/symfony/monolog-bundle,PHP,2287,120,0,114,11,0.2,1,20,6,3.0,1136,0.6013
larastan,https://github.com/nunomaduro/larastan,PHP,2393,31,0,55,6,4.8,20,87,72,3.2,316,0.60067
Ombi,https://github.com/tidusjar/Ombi,C#,2366,59,0,99,4,8.6,2,224,158,2.7,373,0.5989
pythonnet,https://github.com/pythonnet/pythonnet,C#,2409,181,0,92,8,5.5,2,157,112,2.2,71,0.5958
nDPI,https://github.com/ntop/nDPI,C,2350,70,0,136,3,13.1,2,90,76,1.6,770,0.59406
joblib,https://github.com/joblib/joblib,Python,2303,149,0,98,7,1.1,6,58,23,1.6,415,0.59276
curator,https://github.com/apache/curator,Java,2408,116,2,124,8,1.1,12,4,1,2.8,1461,0.59269
Pluto.jl,https://github.com/fonsp/Pluto.jl,Julia,2311,11,0,57,6,10.8,121,339,246,2.9,127,0.59251
factory_boy,https://github.com/FactoryBoy/factory_boy,Python,2369,126,0,109,8,1.8,4,70,35,1.3,284,0.59244
Laravel-AdminLTE,https://github.com/jeroennoten/Laravel-AdminLTE,PHP,2424,67,0,82,9,2.0,14,66,62,2.0,85,0.58973
tigervnc,https://github.com/TigerVNC/tigervnc,C++,2419,156,1,102,5,2.4,2,88,71,3.2,479,0.58916
chrono,https://github.com/wanasit/chrono,TypeScript,2318,103,0,63,8,2.6,16,29,21,1.6,190,0.58856
git-subrepo,https://github.com/ingydotnet/git-subrepo,Shell,2307,87,2,35,7,1.0,2,28,14,2.0,22819,0.58383
flipper,https://github.com/jnunemaker/flipper,Ruby,2341,103,0,82,3,2.3,8,17,17,2.2,1421,0.58302
inertia,https://github.com/inertiajs/inertia,JavaScript,2390,23,0,22,9,6.4,70,183,150,1.9,217,0.58285
NeMo,https://github.com/NVIDIA/NeMo,Jupyter Notebook,2300,17,0,67,5,33.3,6,387,290,2.2,95,0.58185
node-mysql2,https://github.com/sidorares/node-mysql2,JavaScript,2374,94,1,144,6,1.1,12,74,32,2.2,170,0.58159
HIP,https://github.com/ROCm-Developer-Tools/HIP,C++,2306,61,3,159,4,13.9,3,66,14,2.2,1194,0.5813
cue,https://github.com/cuelang/cue,Go,2418,26,0,49,8,10.3,13,113,63,1.9,134,0.57968
slick,https://github.com/slick/slick,Scala,2410,145,0,159,8,0.3,1,31,9,1.5,699,0.57867
browser-kit,https://github.com/symfony/browser-kit,PHP,2281,127,0,125,13,0.7,52,0,0,0,2721,0.57857
bootsnap,https://github.com/Shopify/bootsnap,Ruby,2372,48,1,74,5,0.7,16,21,16,1.9,3504,0.57769
django-compressor,https://github.com/django-compressor/django-compressor,Python,2411,143,0,198,7,0.1,3,27,9,2.1,210,0.57515
slider,https://github.com/react-component/slider,TypeScript,2398,70,1,98,7,1.5,16,61,28,1.6,243,0.57357
async-storage,https://github.com/react-native-async-storage/async-storage,JavaScript,2287,71,0,104,7,1.3,19,123,105,1.7,32,0.57349
react-redux-firebase,https://github.com/prescottprue/react-redux-firebase,JavaScript,2401,54,0,112,8,1.3,15,78,52,1.2,74,0.56884
cleanflight,https://github.com/cleanflight/cleanflight,C,2280,108,4,471,1,5.3,5,5,5,3.0,2502,0.5669
codelyzer,https://github.com/mgechev/codelyzer,TypeScript,2389,60,0,67,11,0.7,10,33,7,0.2,1711,0.56684
sanitize-html,https://github.com/apostrophecms/sanitize-html,JavaScript,2372,89,1,68,9,2.2,4,34,27,1.9,286,0.56608
sol2,https://github.com/ThePhD/sol2,C++,2400,88,0,112,7,1.6,2,78,58,3.0,46,0.56481
strong_migrations,https://github.com/ankane/strong_migrations,Ruby,2321,63,0,15,7,3.8,7,8,6,4.1,847,0.56311
initializr,https://github.com/spring-io/initializr,Java,2411,93,0,95,4,2.6,3,47,39,1.7,326,0.56124
Ammonite,https://github.com/lihaoyi/Ammonite,Scala,2323,73,0,110,5,2.7,14,39,18,1.2,127,0.56047
praw,https://github.com/praw-dev/praw,Python,2309,127,0,201,2,4.9,1,72,57,2.2,164,0.55937
splinter,https://github.com/cobrateam/splinter,Python,2338,126,0,163,7,1.2,4,37,30,0.5,143,0.55786
engine,https://github.com/locomotivecms/engine,Ruby,2297,131,1,139,8,0.6,7,13,6,0.5,741,0.55746
ansible-lint,https://github.com/ansible-community/ansible-lint,Python,2325,90,0,139,8,8.6,15,234,195,0.6,2,0.55677
django-shop,https://github.com/awesto/django-shop,Python,2413,124,0,94,9,2.3,5,15,8,0.7,158,0.55646
PTVS,https://github.com/microsoft/PTVS,C#,2307,120,2,70,6,2.2,4,93,53,1.5,356,0.55566
vesta,https://github.com/serghey-rodin/vesta,PHP,2392,117,1,233,4,0.4,1,18,9,1.7,1281,0.55449
Simple-Calendar,https://github.com/SimpleMobileTools/Simple-Calendar,Kotlin,2310,60,0,126,1,6.7,19,70,35,1.7,281,0.5544
wire-android,https://github.com/wireapp/wire-android,Scala,2418,61,0,48,3,7.7,23,113,82,0.9,161,0.55202
catalyst,https://github.com/catalyst-team/catalyst,Python,2375,29,0,80,6,7.5,13,108,90,1.4,37,0.54977
mgba,https://github.com/mgba-emu/mgba,C,2357,95,0,96,1,13.7,5,202,109,2.2,88,0.5491
toolkit,https://github.com/actions/toolkit,TypeScript,2290,21,1,73,3,2.9,8,100,44,1.3,3598,0.54846
dash-to-dock,https://github.com/micheleg/dash-to-dock,JavaScript,2308,106,0,108,6,1.6,12,87,18,1.3,27,0.5481
devise_invitable,https://github.com/scambra/devise_invitable,Ruby,2403,135,2,165,8,0.2,7,10,8,2.8,82,0.54755
neomake,https://github.com/neomake/neomake,Vim script,2412,75,1,251,8,0.8,0,24,10,1.5,423,0.54594
perfview,https://github.com/microsoft/perfview,C#,2429,71,0,130,1,4.8,25,76,36,1.6,138,0.54564
uuid,https://github.com/google/uuid,Go,2356,115,0,31,7,0.1,3,7,2,2.4,1320,0.54347
json-editor,https://github.com/json-editor/json-editor,JavaScript,2293,87,1,133,5,4.0,9,68,28,1.7,34,0.54294
ganache,https://github.com/trufflesuite/ganache,JavaScript,2425,48,2,25,7,6.0,8,319,129,0.5,763,0.54259
streamlabs-obs,https://github.com/stream-labs/streamlabs-obs,TypeScript,2427,39,0,49,4,16.9,267,311,299,0.1,61,0.54258
javamelody,https://github.com/javamelody/javamelody,Java,2334,138,0,28,5,2.3,5,39,31,2.4,147,0.54183
shadow,https://github.com/johnrengelman/shadow,Groovy,2330,98,3,77,13,0.9,2,37,8,1.0,993,0.54072
django-mptt,https://github.com/django-mptt/django-mptt,Python,2423,159,3,143,9,0.4,2,15,7,1.7,327,0.53877
HAP-NodeJS,https://github.com/homebridge/HAP-NodeJS,TypeScript,2404,76,0,63,4,2.6,16,28,18,5.5,9,0.53709
markdownlint,https://github.com/DavidAnson/markdownlint,JavaScript,2318,72,2,24,6,2.3,8,40,25,2.4,482,0.53313
awaitility,https://github.com/awaitility/awaitility,Java,2424,134,1,45,10,0.4,3,10,3,1.2,737,0.53253
passbolt_api,https://github.com/passbolt/passbolt_api,PHP,2316,191,5,500,8,1.7,4,11,3,1.5,43,0.53234
Twidere-Android,https://github.com/TwidereProject/Twidere-Android,Kotlin,2280,79,1,35,6,4.1,17,51,17,1.9,63,0.53129
nutz,https://github.com/nutzam/nutz,Java,2360,146,1,99,5,1.3,5,7,4,0.3,1581,0.53063
ipfs-desktop,https://github.com/ipfs-shipyard/ipfs-desktop,JavaScript,2368,68,0,34,8,3.2,12,49,27,2.4,14,0.53062
caldera,https://github.com/mitre/caldera,Python,2297,38,0,56,3,15.7,18,85,74,1.8,20,0.52893
colorama,https://github.com/tartley/colorama,Python,2324,82,0,39,7,0.6,2,45,18,1.4,319,0.5273
oboe,https://github.com/google/oboe,C++,2368,43,0,32,5,5.9,3,150,105,1.6,112,0.52713
react-native-notifications,https://github.com/wix/react-native-notifications,Objective-C,2347,58,0,72,5,1.8,9,70,57,1.8,28,0.52664
vernemq,https://github.com/vernemq/vernemq,Erlang,2347,82,1,40,6,3.8,6,72,38,3.8,19,0.52611
gateway,https://github.com/WebThingsIO/gateway,JavaScript,2408,47,0,147,5,16.6,3,157,136,1.4,3,0.52545
Quicksilver,https://github.com/quicksilver/Quicksilver,Objective-C,2423,161,1,40,6,0.5,5,17,9,3.4,141,0.52518
graphql-flutter,https://github.com/zino-app/graphql-flutter,Dart,2384,32,2,62,7,2.7,20,116,84,2.1,30,0.52507
Templates,https://github.com/Dotnet-Boxed/Templates,C#,2358,76,0,27,4,5.3,28,121,111,1.1,27,0.52474
ink,https://github.com/inkle/ink,C#,2366,69,0,57,8,1.0,6,20,6,1.2,116,0.52404
HandyControl,https://github.com/HandyOrg/HandyControl,C#,2390,32,0,32,5,7.2,5,130,83,1.6,89,0.52358
material-components-web-components,https://github.com/material-components/material-components-web-components,TypeScript,2335,34,0,65,2,16.0,11,194,151,0.8,73,0.52268
chruby,https://github.com/postmodern/chruby,Shell,2404,103,2,43,11,0.2,2,8,3,4.6,171,0.52203
twitter-text,https://github.com/twitter/twitter-text,HTML,2414,134,3,143,7,0.2,3,9,3,0.9,736,0.5219
yaml-cpp,https://github.com/jbeder/yaml-cpp,C++,2416,153,0,95,5,1.3,1,38,9,0.8,225,0.52154
apiato,https://github.com/apiato/apiato,PHP,2355,58,1,54,8,1.3,14,24,13,0.9,138,0.52022
jansson,https://github.com/akheron/jansson,C,2316,143,2,93,7,0.4,3,15,9,1.5,229,0.52014
dogecoin,https://github.com/dogecoin/dogecoin,C++,2303,138,14,530,3,0.0,14,16,4,3.2,129,0.51976
webpack-book,https://github.com/survivejs/webpack-book,JavaScript,2320,73,0,52,5,16.6,21,3,2,0.7,57,0.51966
HeidiSQL,https://github.com/HeidiSQL/HeidiSQL,Pascal,2320,165,0,27,6,7.1,2,152,84,2.3,10,0.51948
CorsixTH,https://github.com/CorsixTH/CorsixTH,Lua,2300,140,0,96,2,5.3,3,115,60,1.8,27,0.51867
omniscidb,https://github.com/omnisci/omniscidb,C++,2411,80,0,92,6,19.5,7,26,13,0.9,5,0.51739
dash-to-panel,https://github.com/home-sweet-gnome/dash-to-panel,JavaScript,2324,52,0,68,4,4.0,13,67,29,2.1,14,0.51703
match-sorter,https://github.com/kentcdodds/match-sorter,TypeScript,2378,53,0,29,10,0.6,8,15,15,3.5,24,0.51651
Flurl,https://github.com/tmenier/Flurl,C#,2336,84,0,21,9,1.3,4,69,59,1.9,33,0.51628
sslyze,https://github.com/nabla-c0d3/sslyze,Python,2358,113,0,57,5,4.3,9,22,12,0.9,33,0.51559
mathnet-numerics,https://github.com/mathnet/mathnet-numerics,C#,2375,141,0,120,4,1.9,9,24,10,1.1,23,0.51558
react-tabs,https://github.com/reactjs/react-tabs,JavaScript,2280,79,0,64,10,0.8,2,34,23,0.8,57,0.51433
LuaJIT,https://github.com/LuaJIT/LuaJIT,C,2326,135,0,1,10,1.3,2,37,25,2.1,1305,0.51251
hekate,https://github.com/CTCaer/hekate,C,2292,35,0,30,3,9.2,12,67,64,3.3,22,0.5122
instaloader,https://github.com/instaloader/instaloader,Python,2428,56,0,24,3,3.0,30,186,150,2.1,20,0.51193
wechat,https://github.com/silenceper/wechat,Go,2418,53,0,39,8,1.4,13,30,20,1.0,40,0.51031
hexchat,https://github.com/hexchat/hexchat,C,2404,131,2,156,4,0.5,2,39,9,1.4,201,0.50956
skim,https://github.com/lotabout/skim,Rust,2289,56,0,49,7,3.0,8,41,30,0.8,32,0.50926
TIC-80,https://github.com/nesbox/TIC-80,C,2427,53,0,57,4,7.3,1,277,223,1.5,22,0.50874
just,https://github.com/casey/just,Rust,2289,56,0,35,6,1.8,15,48,29,2.0,16,0.50845
fritzing-app,https://github.com/fritzing/fritzing-app,C++,2281,94,0,73,2,1.5,2,244,140,1.3,89,0.50792
grpc-dotnet,https://github.com/grpc/grpc-dotnet,C#,2404,26,1,25,5,3.0,17,121,94,2.3,63,0.50682
Mailu,https://github.com/Mailu/Mailu,Python,2425,61,1,154,3,2.9,1,131,73,2.6,29,0.50591
Pimple,https://github.com/silexphp/Pimple,PHP,2389,141,0,43,11,0.2,2,5,5,1.8,61,0.50499
pronto,https://github.com/prontolabs/pronto,Ruby,2348,92,1,98,10,0.3,4,13,8,2.3,14,0.50459
proposal,https://github.com/golang/proposal,Go,2313,66,0,52,5,1.1,0,4,1,3.5,485,0.50402
notary,https://github.com/theupdateframework/notary,Go,2401,71,0,86,7,0.4,6,19,4,0.9,58,0.50292
The-Powder-Toy,https://github.com/The-Powder-Toy/The-Powder-Toy,C++,2360,127,0,104,1,2.1,34,31,19,1.7,24,0.5028
pedestal,https://github.com/pedestal/pedestal,Clojure,2340,96,1,103,8,0.5,1,8,4,1.8,90,0.50146
ini,https://github.com/go-ini/ini,Go,2330,74,3,53,6,0.6,8,13,3,1.1,641,0.49999
OmniDB,https://github.com/OmniDB/OmniDB,JavaScript,2303,58,1,23,7,16.1,4,122,67,1.4,15,0.49915
pokeapi,https://github.com/PokeAPI/pokeapi,Python,2296,74,0,65,4,2.9,0,30,25,3.8,31,0.49871
LumixEngine,https://github.com/nem0/LumixEngine,C++,2280,87,0,16,6,11.8,1,29,21,0.8,135,0.49723
angular-ngrx-material-starter,https://github.com/tomastrajan/angular-ngrx-material-starter,TypeScript,2412,45,2,61,6,1.1,24,10,8,1.8,64,0.49681
github-markdown-toc,https://github.com/ekalinin/github-markdown-toc,Shell,2329,77,1,30,8,0.5,1,33,17,1.0,477,0.49617
ko,https://github.com/google/ko,Go,2419,22,0,32,6,1.7,9,114,81,1.5,38,0.49477
o2oa,https://github.com/o2oa/o2oa,Java,2281,48,0,29,0,46.7,9,11,3,0.6,4634,0.49438
Wexflow,https://github.com/aelassas/Wexflow,C#,2418,49,1,24,4,18.0,6,19,4,1.7,138,0.49415
rust.vim,https://github.com/rust-lang/rust.vim,Vim script,2412,118,4,151,8,0.4,0,13,5,1.1,290,0.49388
tapable,https://github.com/webpack/tapable,JavaScript,2292,97,1,31,7,0.3,6,20,12,1.0,161,0.49181
SwiftUIX,https://github.com/SwiftUIX/SwiftUIX,Swift,2394,20,0,20,7,12.3,5,44,41,1.5,34,0.49159
datashader,https://github.com/holoviz/datashader,Python,2391,62,0,43,8,1.7,3,35,24,2.8,5,0.49139
Reactive-Resume,https://github.com/AmruthPillai/Reactive-Resume,JavaScript,2340,10,0,45,5,38.4,1,73,43,1.5,45,0.49082
unified,https://github.com/unifiedjs/unified,JavaScript,2394,66,0,16,10,0.6,3,4,4,1.5,231,0.49058
sokol,https://github.com/floooh/sokol,C,2348,43,0,34,4,8.5,1,71,31,3.2,21,0.49051
VancedManager,https://github.com/YTVanced/VancedManager,Kotlin,2354,10,0,17,3,32.7,10,155,143,2.7,21,0.48952
web,https://github.com/standardnotes/web,TypeScript,2329,50,0,27,4,11.0,1,25,14,2.6,53,0.48924
WhateverGreen,https://github.com/acidanthera/WhateverGreen,C++,2323,42,0,35,2,2.8,11,15,15,5.6,23,0.4876
jekyll-admin,https://github.com/jekyll/jekyll-admin,JavaScript,2391,57,1,33,7,0.8,4,26,13,1.6,114,0.48739
Chromely,https://github.com/chromelyapps/Chromely,C#,2398,41,0,23,5,3.1,3,41,36,3.3,25,0.48723
sqlparse,https://github.com/andialbrecht/sqlparse,Python,2297,143,1,91,2,0.9,2,20,6,1.0,555,0.48721
web-push,https://github.com/web-push-libs/web-push,JavaScript,2381,64,0,44,8,1.5,4,25,22,0.6,33,0.48702
reactfire,https://github.com/FirebaseExtended/reactfire,TypeScript,2342,82,0,47,5,1.5,10,299,280,0.2,7,0.48501
java-faker,https://github.com/DiUS/java-faker,Java,2323,117,0,111,3,1.6,2,33,8,0.6,57,0.48355
